,degree,eigenvector,closeness,pagerank,betweenness,hubscore,authorities,radiality,clusterrank,dmnc,lobby,leverage,subgraph,topologicalcoeff,eccentricity,geodkpath,stress,informationcent,localbridge,,,,,,
5553,0.12745098,0.196026368,0.688627822,0.060154554,0.070493615,0.484483446,0.002749037,0.839391874,0,0.103174603,0.526315789,0.426061746,4.85E-06,0.079718368,0.25,0.407344017,0.003207074,0.891070519,0.000842271,,,,,,
5554,0.009803922,0.002806424,0.364078627,0.019365948,0.001977067,1.12E-05,9.64E-05,0.575698475,0,0.007936508,0.052631579,0.317373018,0,0.494283975,0.5,0.040143146,0,0.860644719,0.008819611,,,,,,
5556,0.107843137,0.018149753,0.53380288,0.019720825,0.060584711,0.001671364,0.000418947,0.730455624,0.077862595,0.087301587,0.368421053,0.695557668,5.53E-06,0.075632613,0.25,0.166796328,0,0.493063128,0.000211953,,,,,,
5557,0.039215686,0.007780846,0.477765287,0.048665329,0.001452937,0.001381423,0.002471871,0.68479921,0,0.031746032,0.210526316,0.311288216,0,0.190854359,0.25,0.108448732,0,0.573766053,0.004673404,,,,,,
5560,0.039215686,0.007734177,0.495307996,0.080039949,0.039096328,0.000424164,0.000348496,0.699320911,0,0.031746032,0.210526316,0.262555973,1.21E-06,0.19632156,0.25,0.127119963,0,0.717526012,0.005851318,,,,,,
5568,0.117647059,0.019487298,0.578708533,0.036198363,0.030029527,0.003850245,0.001704196,0.765396997,0,0.095238095,0.473684211,0.628745589,9.78E-06,0.070196765,0.25,0.225299518,0,0.749813852,0.000316752,,,,,,
5569,0.117647059,0.021870699,0.594400561,0.051911773,0.096641395,0.002886635,0.001988507,0.776581996,0.124045802,0.095238095,0.473684211,0.581726904,1.14E-05,0.068473184,0.25,0.249416524,0,0.636614978,0.000525968,,,,,,
5570,0.156862745,0.030073245,0.634193829,0.122216567,0.043937593,0.004084074,0.007396556,0.803346101,0,0.126984127,0.526315789,0.656724658,1.08E-06,0.050279229,0.25,0.326279757,0.06016545,0.869074954,0.000320415,,,,,,
5577,0.12745098,0.021305648,0.593255997,0.041845598,0.053684184,0.003503796,0.001567761,0.775900557,0,0.103174603,0.473684211,0.643848339,2.06E-06,0.061875524,0.25,0.248638556,0,0.57252444,0.000353945,,,,,,
5580,0.156862745,0.038326405,0.647390829,0.116130857,0.139999607,0.006089182,0.004503117,0.813097728,0,0.126984127,0.578947368,0.654038441,8.23E-06,0.048686947,0.25,0.347751673,0,0.371743706,0.000290112,,,,,,
5581,0.049019608,0.005268317,0.45098492,0.021194871,0.013618661,0.002548411,0.000277791,0.659256996,0,0.03968254,0.210526316,0.515890989,1.19E-07,0.157139958,0.25,0.088532752,0,0.496613729,0.000994335,,,,,,
5583,0.107843137,0.022036,0.561022905,0.131531318,0.037167678,0.004567933,0.000195753,0.751885706,0.045801527,0.087301587,0.315789474,0.670270854,2.60E-06,0.075487891,0.5,0.209895752,0.060898571,0.834182569,0.00039383,,,,,,
5586,0.088235294,0.029214091,0.60063813,0,0,0.011634792,1.21E-15,0.782667951,0.114503817,0.071428571,0.315789474,0.493210523,0.000162408,0.09324763,0.25,0.259530107,0,0.189890248,0.000941435,,,,,,
5587,0.019607843,0.004028862,0.422388997,0.032623592,0.006302475,6.17E-16,0.000403502,0.63385577,0,0.015873016,0.105263158,0.326532226,0,0.325711966,0.25,0.070017115,0,0.189890248,0.005171455,,,,,,
5588,0.107843137,0.007328299,0.502647737,0.140107099,0.052931464,0.002448685,0.000175794,0.70446695,0,0.087301587,0.263157895,0.768032586,9.35E-07,0.072853953,0.25,0.129765054,0,0.377488345,0.000183185,,,,,,
5589,0.196078431,0.03899597,0.668072912,0.20681022,0.177091901,0.023788178,0.002679656,0.826937989,0,0.158730159,0.578947368,0.706399079,7.84E-06,0.03873819,0.25,0.369067994,0,0.576642527,0.000182587,,,,,,
5591,0.107843137,0.012582046,0.54142846,0.039690561,0.024630963,0.007985671,0.000314534,0.735766149,0,0.087301587,0.368421053,0.646641799,1.99E-06,0.076127196,0.25,0.175198382,0.040535626,0.796894062,0.000399385,,,,,,
5593,0.098039216,0.011997592,0.541354578,0.015601138,0.073835279,0.007551393,6.73E-05,0.736494584,0,0.079365079,0.315789474,0.678056545,7.83E-06,0.080516317,0.25,0.179243815,0,0.641113393,0.000298904,,,,,,
5594,0.12745098,0.205282941,0.675109859,0.050703955,0.055229545,0.550103817,0.001815729,0.830533167,0,0.103174603,0.526315789,0.448671335,8.27E-06,0.081795184,0.25,0.379025984,0.229484739,0.91309273,0.000720378,,,,,,
5597,0.009803922,0.002181284,0.321915083,0.008692033,8.98E-05,0.000102012,0.000136351,0.528796673,0,0.007936508,0.052631579,0.23335028,0,0.494283975,0.5,0.023805819,0.002101332,0.551166222,0.016680431,,,,,,
5598,0.401960784,0.041444601,0.671992286,0.036392101,0.360071533,0.013136924,0.000294236,0.825904082,0,0.396825397,0.578947368,0.976370171,3.14E-05,0.013196976,0.25,0.370935117,0,0.164157255,2.04E-06,,,,,,
5609,0.137254902,0.217885695,0.687466301,0.076845959,0.113808247,0.577412844,0.000933711,0.838334469,0,0.111111111,0.578947368,0.454636717,9.07E-06,0.075462806,0.25,0.396141279,0,0.375669352,0.000610573,,,,,,
5610,0.029411765,0.005781754,0.43069647,0.035649415,0.004470464,1.83E-05,0.001251111,0.641093122,0,0.023809524,0.157894737,0.368520946,0,0.241425962,0.25,0.075307297,0.265522028,0.887178328,0.003322901,,,,,,
5612,0.137254902,0.047098905,0.65014626,0.074881198,0.109284861,0.029108369,0.01211505,0.81542402,0.129770992,0.111111111,0.578947368,0.56862347,1.68E-05,0.060272725,0.25,0.349618796,0,0.636491612,0.000327104,,,,,,
5614,0.049019608,0.024910481,0.516116041,0.174329923,0.033990276,0.027101613,0.001674809,0.715322979,0,0.03968254,0.263157895,0.3373526,5.78E-07,0.15901298,0.5,0.154037654,0,0.499564724,0.003150899,,,,,,
5615,0.137254902,0.01235376,0.58260126,0.082873789,0.089785088,0.002402913,0.000903085,0.767511808,0,0.111111111,0.473684211,0.668128406,1.27E-06,0.05745205,0.25,0.225766298,0.030994515,0.835102667,0.000252052,,,,,,
5616,0.117647059,0.036198437,0.623391328,0.069400789,0.112089972,0.024360854,0.003665645,0.797777099,0,0.095238095,0.526315789,0.551069087,9.63E-06,0.0672446,0.25,0.298272911,0,0.63940313,0.000435315,,,,,,
5617,0.588235294,0.162775346,0.864994783,0.048439031,0.348930991,0.082349767,0.006854184,0.937284113,0.063063192,0.563492063,0.842105263,0.926916812,0.000107003,0.006406118,0,0.7694103,0,0.684979134,8.57E-06,,,,,,
5621,0.078431373,0.011435362,0.544541188,0.179215787,0.00046232,0.001330521,0.001078562,0.739737294,0,0.063492063,0.421052632,0.489203657,0,0.104389533,0.25,0.177376692,0,0.200468356,0.000965308,,,,,,
5622,0.147058824,0.04010935,0.655859389,0.043158116,0.092627754,0.021660346,0.000522148,0.819395164,0.237815619,0.119047619,0.578947368,0.582469469,5.27E-06,0.061104407,0.25,0.357398475,0,0.581582477,0.000279055,,,,,,
5624,0.098039216,0.012872899,0.524600346,0.009567738,0.01847694,0.002935315,0.00010327,0.722160867,0,0.079365079,0.315789474,0.635603928,5.83E-06,0.080516317,0.25,0.158238681,0,0.379691441,0.000372029,,,,,,
5625,0.009803922,0.005371795,0.398460956,0.009567738,5.16E-05,0.008327366,0.00010327,0.611791245,0,0.007936508,0.052631579,0.169570643,0,0.494283975,0.5,0.051968259,0,0.634697196,0.024958918,,,,,,
5627,0.098039216,0.031139109,0.605691166,0.041647462,0.062976173,0.009932653,0.000502148,0.785041239,0,0.079365079,0.421052632,0.533288502,4.20E-06,0.081839315,0.25,0.282869146,0,0.195001282,0.000478048,,,,,,
5628,0.019607843,0.003874188,0.430030322,0.0381359,0.00041752,0.000236537,0.000421247,0.640059215,0,0.015873016,0.105263158,0.202135231,0,0.325711966,0.25,0.078730356,0,0.629483762,0.012974859,,,,,,
5629,0.098039216,0.019660428,0.589670909,0.024621585,0.023885754,0.012806326,0.000369877,0.773621261,0,0.079365079,0.473684211,0.508937105,3.39E-06,0.081177816,0.25,0.243970748,0.162646361,0.866598597,0.00086941,,,,,,
5630,0.137254902,0.039766273,0.627962315,0.08032632,0.088177937,0.004104162,0.018558746,0.800291374,0,0.111111111,0.526315789,0.636374128,5.84E-06,0.0576022,0.25,0.315388206,0,0.181472518,0.000334796,,,,,,
5631,0.156862745,0.043563468,0.641239254,0.088851326,0.084298446,0.005518141,0.004929976,0.808703621,0.06870229,0.126984127,0.578947368,0.642432708,4.99E-06,0.05344391,0.25,0.34028318,0.062265728,0.832363873,0.000330032,,,,,,
5632,0.009803922,0.003298581,0.382572717,0.016639498,0.029204292,8.81E-05,0.000859452,0.594120826,0,0.007936508,0.052631579,0.120403321,1.13E-05,0.494283975,0.25,0.048389606,0,0.181472518,0.036239621,,,,,,
5635,0.117647059,0.029632921,0.616067332,0.058041276,0.089432536,0.007469602,0.003997904,0.792443076,0,0.095238095,0.473684211,0.600904483,1.08E-05,0.066872366,0.25,0.292515948,0,0.741235567,0.00032119,,,,,,
5636,0.117647059,0.021248062,0.591171559,0.048224019,0.069995405,0.012555309,0.0001145,0.774020725,0,0.095238095,0.421052632,0.630998956,4.93E-07,0.066942491,0.25,0.248327369,0.197793997,0.883050527,0.000278143,,,,,,
5637,0.117647059,0.061017986,0.635928236,0.050930884,0.106075387,0.075260087,0.000118253,0.80614235,0.105343511,0.095238095,0.473684211,0.545611691,2.05E-05,0.068439629,0.25,0.326279757,0.187537684,0.942181383,0.000592599,,,,,,
5639,0.098039216,0.047269799,0.586045852,0.026326066,0.094119722,0.054612642,4.07E-05,0.770707522,0,0.079365079,0.421052632,0.548917635,7.08E-06,0.082559614,0.25,0.241948032,0.060653495,0.851610767,0.000573436,,,,,,
5642,0.137254902,0.029410976,0.632116657,0.05543282,0.102448875,0.004868723,0.000992771,0.803322603,0,0.111111111,0.578947368,0.575315823,1.76E-05,0.058148736,0.25,0.312120741,0,0.489766682,0.000554771,,,,,,
5644,0.107843137,0.016742564,0.567884231,0.019859134,0.055955926,0.008119562,0.000269085,0.757055244,0,0.087301587,0.421052632,0.640896568,7.13E-08,0.073580557,0.5,0.210051346,0.242051094,0.91010362,0.000279031,,,,,,
5647,0.009803922,0.001259108,0.331666281,0.01214658,0.000613829,0.000634214,6.33E-05,0.539793688,0,0.007936508,0.052631579,0.221962379,0,0.494283975,0.5,0.027851253,0.051283673,0.811276674,0.017523209,,,,,,
5651,0.166666667,0.021957994,0.610173737,0.085207529,0.115205646,0.00149123,0.004129504,0.787626007,0.070229008,0.134920635,0.526315789,0.710654547,4.33E-06,0.046461366,0.25,0.267932161,0,0.18671594,0.000234066,,,,,,
5662,0.137254902,0.014190733,0.582264552,0.054215942,0.130489561,0.003747616,0.000528612,0.76737082,0,0.111111111,0.473684211,0.672001345,6.11E-06,0.055996752,0.25,0.227166641,0.07545347,0.840696938,0.000329309,,,,,,
5663,0.147058824,0.021358986,0.608851131,0.07061751,0.090035226,0.005714508,0.000554698,0.786756585,0,0.119047619,0.526315789,0.664918385,3.45E-06,0.055525416,0.5,0.274467092,0,0.4953666,0.000329257,,,,,,
5665,0.009803922,0.004770384,0.377458516,0.009748642,0.013698227,5.77E-05,9.00E-05,0.588951289,0,0.007936508,0.052631579,0.128658154,6.03E-06,0.494283975,0.5,0.048389606,0,0.807411007,0.033800862,,,,,,
5668,0.098039216,0.022373294,0.559401137,0.015320785,0.009010829,0.006235654,4.77E-05,0.75106328,0,0.079365079,0.315789474,0.606027645,3.87E-06,0.082493702,0.25,0.20849541,0,0.717722257,0.000638497,,,,,,
5671,0.009803922,0.006450092,0.437496026,0.01406193,0.004813875,0.003282457,8.37E-05,0.648212985,0,0.007936508,0.052631579,0.095759775,3.07E-06,0.494283975,0.5,0.079508324,0,0.184716088,0.045503436,,,,,,
5673,0.362745098,0.229896461,0.762170577,0.408501941,0.61346006,0.001923305,0.186254281,0.88279249,0,0.349206349,0.684210526,0.815419402,8.33E-07,0.023663565,0,0.57087288,0.664165834,0.984290444,6.66E-05,,,,,,
5676,0.009803922,0.002420945,0.380770483,0.024198419,0.000672589,0.000189813,0.000300918,0.59285194,0,0.007936508,0.052631579,0.148699961,0,0.494283975,0.25,0.04636689,0,0.184716088,0.02855971,,,,,,
5682,0.107843137,0.012757094,0.514847938,0.135175853,0.097956144,0.002143246,0.00026005,0.713490143,0,0.087301587,0.315789474,0.679537875,1.12E-05,0.074837153,0.25,0.148125097,0,0.184716088,0.000366852,,,,,,
5683,0.098039216,0.040057696,0.590601094,0.010421023,0.032412007,0.073202966,0.000130506,0.774443687,0,0.079365079,0.421052632,0.569280525,1.39E-05,0.082331088,0.25,0.237280224,0.045936792,0.674924219,0.000313431,,,,,,
5685,0.098039216,0.004586419,0.455297927,0.017303979,0.00903037,0.002196334,6.95E-05,0.662335221,0,0.079365079,0.263157895,0.772347658,0,0.080516317,0.5,0.092111405,0.028114209,0.775695521,0.000255406,,,,,,
5686,0.176470588,0.044402401,0.643972883,0.081889727,0.116102748,0.004612125,0.001184108,0.810442465,0,0.142857143,0.578947368,0.720996121,3.67E-06,0.042933838,0.25,0.339194025,0,0.372665427,0.000163817,,,,,,
5690,0.12745098,0.022818976,0.597335246,0.050440376,0.051886176,0.002467145,0.000400738,0.779002279,0,0.103174603,0.473684211,0.628644449,8.51E-06,0.062318203,0.25,0.250350086,0,0.196093124,0.000374542,,,,,,
5691,0.098039216,0.139390275,0.680544417,0.028365568,0.071908004,0.317302,0.000229812,0.835937684,0,0.079365079,0.526315789,0.323642912,1.21E-05,0.092247661,0.25,0.391162284,0,0.196093124,0.001845292,,,,,,
5693,0.137254902,0.025846942,0.611388549,0.075824027,0.149342502,0.005516456,0.000391952,0.787579012,0,0.111111111,0.473684211,0.628339437,3.53E-06,0.056819055,0.25,0.284891862,0,0.744552827,0.000370569,,,,,,
5694,0.156862745,0.032690626,0.651576662,0.098781998,0.195322816,0.005007588,0.007309594,0.817233358,0,0.126984127,0.578947368,0.657909721,1.65E-06,0.048378746,0.25,0.349929983,0.173738568,0.867861118,0.000226929,,,,,,
5696,0.12745098,0.044551669,0.61675407,0.076594098,0.104979589,0.070539492,0.001832708,0.792208097,0,0.103174603,0.473684211,0.602115792,2.15E-06,0.0616435,0.5,0.282713552,0.231158637,0.874093345,0.000445738,,,,,,
5698,0.098039216,0.018665597,0.563479175,0.01892836,0.014052999,0.006023465,0.000383663,0.753930023,0.145038168,0.079365079,0.315789474,0.58534768,1.25E-06,0.088178681,0.25,0.207873036,0.0770325,0.889418866,0.000605526,,,,,,
5699,0.049019608,0.009509392,0.482190933,0.079456807,0.002578671,0.000116067,0.000515424,0.687618958,0,0.03968254,0.263157895,0.407071366,0,0.162577764,0.25,0.113427727,0.291571798,0.89602099,0.002444375,,,,,,
5702,0.107843137,0.014625594,0.574350712,0.036150667,0.047710761,0.00515498,0.000219158,0.762694739,0,0.087301587,0.368421053,0.655476985,8.47E-06,0.073550532,0.25,0.215652715,0,0.572488819,0.000222925,,,,,,
5705,0.107843137,0.017677577,0.54318588,0.019324714,0.019163471,0.005619959,0.001643749,0.73731701,0,0.087301587,0.315789474,0.713180607,2.24E-06,0.073834023,0.5,0.184067216,0,0.193445265,0.00027029,,,,,,
5706,0.019607843,0.004649742,0.436405965,0.021339763,0.009235327,0.000425422,0.000253023,0.647296567,0,0.015873016,0.105263158,0.207192358,3.79E-06,0.325711966,0.25,0.078263576,0,0.576108991,0.013157905,,,,,,
5710,0.058823529,0.008752879,0.468595455,0.068342079,0.005734788,1.60E-05,0.001300171,0.674295651,0,0.047619048,0.315789474,0.428970306,0,0.154623957,0.5,0.10144702,0.110669095,0.856901225,0.001750966,,,,,,
5712,0.107843137,0.031562029,0.589772648,0.039776712,0.065649251,0.013307124,0.004656482,0.773621261,0,0.087301587,0.421052632,0.601424103,7.81E-06,0.073556337,0.25,0.253773145,0,0.75051726,0.000379257,,,,,,
5713,0.098039216,0.030548766,0.609233863,0.014329961,0.037900622,0.045170954,6.99E-05,0.787438024,0.088549618,0.079365079,0.421052632,0.488929867,7.74E-07,0.085218223,0.25,0.270577252,0.061966366,0.839947518,0.000815121,,,,,,
5722,0.107843137,0.312812876,0.680081746,0.020435361,0.024860935,0.904443239,0.000532175,0.833893367,0,0.087301587,0.578947368,0.269469511,1.24E-05,0.114100296,0.25,0.383227011,0,0.496232922,0.002185622,,,,,,
5724,0.029411765,0.004399872,0.428608398,0.037043858,0.017858755,2.78E-05,0.000176826,0.638038396,0,0.023809524,0.157894737,0.262821855,3.82E-07,0.241425962,0.25,0.074218142,0.223499079,0.895445087,0.007233261,,,,,,
5726,0.029411765,0.004381586,0.44371785,0.025483855,0.013261674,0.00015628,0.000166028,0.653053552,0,0.023809524,0.157894737,0.382685976,1.61E-06,0.241425962,0.25,0.082153415,0,0.576437564,0.002024594,,,,,,
5727,0.039215686,0.008370577,0.500151498,0.031741781,0.050429451,0.000317178,0.000193026,0.704631435,0.526717557,0.031746032,0.210526316,0.277523409,2.99E-08,0.19680396,0.25,0.127119963,0.674802674,0.981437476,0.005490633,,,,,,
5728,0.196078431,0.03326914,0.685168696,0.380208258,0.325937933,0.003238021,0.000966296,0.83821698,0,0.158730159,0.578947368,0.689282531,1.08E-05,0.037668412,0.25,0.403765365,0.002637338,0.653247554,0.000193359,,,,,,
5732,0.107843137,0.028002276,0.580710611,0.02144171,0.098127983,0.005837025,0.000237699,0.766454402,0,0.087301587,0.526315789,0.562420393,1.08E-05,0.078922546,0.25,0.234323946,0.01863687,0.819322406,0.000574652,,,,,,
5733,0.156862745,0.036251354,0.628280855,0.075474241,0.020073404,0.036044353,0.00679152,0.801043307,0,0.126984127,0.473684211,0.6989643,1.13E-06,0.048776479,0.25,0.305119029,0,0.720892107,0.000240417,,,,,,
5734,0.009803922,0.001124586,0.300225299,0.008457379,0.006458011,3.10E-16,0.00015555,0.503512936,0,0.007936508,0.052631579,0.352313167,1.58E-07,0.494283975,0.5,0.019293605,0.068459044,0.812075309,0.008208568,,,,,,
5736,0.107843137,0.070585735,0.622333969,0.019837234,0.024082211,0.078888656,0.000242759,0.796602204,0.093129771,0.087301587,0.421052632,0.539842326,4.94E-06,0.075743759,0.25,0.301229189,0.110624296,0.875070009,0.000671557,,,,,,
5738,0.009803922,0.002725323,0.371420791,0.009970486,0.00405853,0.000159276,4.04E-05,0.582489367,0,0.007936508,0.052631579,0.124148449,6.46E-06,0.494283975,0.5,0.042943831,0,0.718249829,0.034945114,,,,,,
5742,0.156862745,0.036953675,0.639972361,0.086683838,0.082749729,0.035363562,0.002835306,0.807575722,0,0.126984127,0.578947368,0.638473066,1.33E-07,0.049487301,0.25,0.325812977,0,0.710998802,0.000240725,,,,,,
5744,0.117647059,0.043216516,0.624220985,0.05342604,0.148402873,0.072903069,0.000374286,0.79798858,0,0.095238095,0.473684211,0.558403162,5.68E-06,0.068375633,0,0.293916291,0.061496768,0.80983963,0.000364629,,,,,,
5746,0.068627451,0.007969449,0.488407912,0.049143802,0.016943129,0.001864567,0.000591168,0.692811993,0,0.055555556,0.315789474,0.588310148,0,0.116972409,0.25,0.119807064,0,0.377711653,0.000463389,,,,,,
5747,0.137254902,0.047314535,0.646962072,0.048266663,0.139403441,0.041005506,0.000601793,0.813450196,0,0.111111111,0.526315789,0.599678033,3.98E-05,0.056327286,0.25,0.3398164,0.108427569,0.836252993,0.000285986,,,,,,
5750,0.098039216,0.016920424,0.566872897,0.010979694,0.028920232,0.00240731,9.42E-05,0.75597434,0.105343511,0.079365079,0.368421053,0.569416042,8.45E-06,0.082834343,0.5,0.213007624,0.17483008,0.849095442,0.000610368,,,,,,
5752,0.009803922,0.003176341,0.385284545,0.016622978,0.008391026,3.81E-05,6.38E-05,0.596893578,0,0.007936508,0.052631579,0.11886121,3.53E-06,0.494283975,0.25,0.049011981,0,0.771957348,0.036636324,,,,,,
5754,0.107843137,0.031735704,0.625165704,0.045020935,0.064339432,0.006972062,0.000665583,0.799868412,0,0.087301587,0.473684211,0.550288391,3.53E-06,0.074474838,0.25,0.306519371,0.040300564,0.813645265,0.000406077,,,,,,
5755,0.137254902,0.174399355,0.691705426,0.073946319,0.10491709,0.366922687,0.000973845,0.841600677,0.103816794,0.111111111,0.526315789,0.479172668,1.35E-05,0.067750397,0.25,0.411545044,0,0.37659119,0.000663999,,,,,,
5756,0.009803922,0.000608153,0.262695926,0.01060225,0.006182709,3.10E-16,9.80E-05,0.456235167,0,0.007936508,0.052631579,0.433451957,0,0.494283975,0.75,0.012758674,0,0.376435298,0.004501086,,,,,,
5762,0.098039216,0.034684213,0.583126912,0.020303482,0.013352406,0.035142715,0.000140871,0.769015673,0.051908397,0.079365079,0.368421053,0.5885544,7.90E-07,0.089015746,0.25,0.237280224,0,0.68117933,0.000372325,,,,,,
5763,0.107843137,0.018119879,0.590519945,0.034547685,0.035893649,0.006419513,0.000192242,0.774232206,0,0.087301587,0.421052632,0.581574277,7.89E-06,0.072853953,0.25,0.245371091,0.006343524,0.385368158,0.000377675,,,,,,
5765,0.176470588,0.126579601,0.709692637,0.143229514,0.182003354,0.20788195,0.002680668,0.853302629,0,0.142857143,0.631578947,0.57104478,8.28E-06,0.051166327,0.25,0.449043099,0,0.806625266,0.00037554,,,,,,
5767,0.009803922,0.001880246,0.33717472,0.011220347,0.001159516,0.000109602,0.00065808,0.546913551,0,0.007936508,0.052631579,0.202135231,0,0.494283975,0.5,0.02862922,0.000235062,0.745475249,0.019922021,,,,,,
